num_bytes,test_accuracies,test_prediction_times,test_pred_time_errors
16,0.7670999765396118,33472.01693213356,95.79711540788213
64,0.7919999957084656,14581.468890087028,36.039652882220416
144,0.798550009727478,7251.38139695258,20.44639416819823
256,0.8000500202178955,4364.418161253267,5.55244868034068
400,0.8115000128746033,2904.5554260666777,5.229307435835003
576,0.8167499899864197,2055.018643243836,2.90660099932452
784,0.823199987411499,1557.0082732012113,2.0559215510837747
1024,0.8370500206947327,1214.7873120960303,1.4480192825763534
1296,0.8543499708175659,967.4667717265272,1.167301809515553
